chart_week,current_week,title,performer
2003-05-31,2,Get Busy,Sean Paul
2003-05-31,3,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad
2003-05-31,4,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo
2003-05-31,5,Ignition,R. Kelly
2003-06-07,1,21 Questions,50 Cent Featuring Nate Dogg
2003-06-07,2,Get Busy,Sean Paul
2003-06-07,3,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad
2003-06-07,4,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo
2003-06-07,5,Bring Me To Life,Evanescence Featuring Paul McCoy
2003-06-14,1,21 Questions,50 Cent Featuring Nate Dogg
2003-06-14,2,Get Busy,Sean Paul
2003-06-14,3,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad
2003-06-14,4,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo
2003-06-14,5,Magic Stick,Lil' Kim Featuring 50 Cent
2003-06-21,1,21 Questions,50 Cent Featuring Nate Dogg
2003-06-21,2,Get Busy,Sean Paul
2003-06-21,3,Magic Stick,Lil' Kim Featuring 50 Cent
2003-06-21,4,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad
2003-06-21,5,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo
2003-06-28,1,This Is The Night,Clay Aiken
2003-06-28,2,Flying Without Wings,Ruben Studdard
2003-06-28,3,21 Questions,50 Cent Featuring Nate Dogg
2003-06-28,4,Get Busy,Sean Paul
2003-06-28,5,Magic Stick,Lil' Kim Featuring 50 Cent
2003-07-05,1,This Is The Night,Clay Aiken
2003-07-05,2,Flying Without Wings,Ruben Studdard
2003-07-05,3,Crazy In Love,Beyonce Featuring Jay Z
2003-07-05,4,Magic Stick,Lil' Kim Featuring 50 Cent
2003-07-05,5,21 Questions,50 Cent Featuring Nate Dogg
2003-07-12,1,Crazy In Love,Beyonce Featuring Jay Z
2003-07-12,2,Magic Stick,Lil' Kim Featuring 50 Cent
2003-07-12,3,This Is The Night,Clay Aiken
2003-07-12,4,Rock Wit U (Awww Baby),Ashanti
2003-07-12,5,21 Questions,50 Cent Featuring Nate Dogg
2003-07-19,1,Crazy In Love,Beyonce Featuring Jay Z
2003-07-19,2,Magic Stick,Lil' Kim Featuring 50 Cent
2003-07-19,3,Rock Wit U (Awww Baby),Ashanti
2003-07-19,4,Right Thurr,Chingy
2003-07-19,5,Unwell,matchbox twenty
2003-07-26,1,Crazy In Love,Beyonce Featuring Jay Z
2003-07-26,2,Magic Stick,Lil' Kim Featuring 50 Cent
2003-07-26,3,Rock Wit U (Awww Baby),Ashanti
2003-07-26,4,Right Thurr,Chingy
2003-07-26,5,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee
2003-08-02,1,Crazy In Love,Beyonce Featuring Jay Z
2003-08-02,2,Rock Wit U (Awww Baby),Ashanti
2003-08-02,3,Right Thurr,Chingy
2003-08-02,4,Magic Stick,Lil' Kim Featuring 50 Cent
2003-08-02,5,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee
2003-08-09,1,Crazy In Love,Beyonce Featuring Jay Z
2003-08-09,2,Right Thurr,Chingy
2003-08-09,3,Rock Wit U (Awww Baby),Ashanti
2003-08-09,4,Magic Stick,Lil' Kim Featuring 50 Cent
2003-08-09,5,Unwell,matchbox twenty
2003-08-16,1,Crazy In Love,Beyonce Featuring Jay Z
2003-08-16,2,Right Thurr,Chingy
2003-08-16,3,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee
2003-08-16,4,P.I.M.P.,50 Cent
2003-08-16,5,Rock Wit U (Awww Baby),Ashanti
2003-08-23,1,Crazy In Love,Beyonce Featuring Jay Z
2003-08-23,2,Right Thurr,Chingy
2003-08-23,3,P.I.M.P.,50 Cent
2003-08-23,4,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-08-23,5,"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee
2003-08-30,1,Crazy In Love,Beyonce Featuring Jay Z
2003-08-30,2,Right Thurr,Chingy
2003-08-30,3,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-08-30,4,P.I.M.P.,50 Cent
2003-08-30,5,Into You,Fabolous Featuring Tamia Or Ashanti
2003-09-06,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-09-06,2,Crazy In Love,Beyonce Featuring Jay Z
2003-09-06,3,Right Thurr,Chingy
2003-09-06,4,P.I.M.P.,50 Cent
2003-09-06,5,Into You,Fabolous Featuring Tamia Or Ashanti
2003-09-13,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-09-13,2,Right Thurr,Chingy
2003-09-13,3,Crazy In Love,Beyonce Featuring Jay Z
2003-09-13,4,Baby Boy,Beyonce Featuring Sean Paul
2003-09-13,5,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-09-20,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-09-20,2,Baby Boy,Beyonce Featuring Sean Paul
2003-09-20,3,Right Thurr,Chingy
2003-09-20,4,Into You,Fabolous Featuring Tamia Or Ashanti
2003-09-20,5,Frontin',Pharrell Featuring Jay-Z
2003-09-27,1,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-09-27,2,Baby Boy,Beyonce Featuring Sean Paul
2003-09-27,3,Right Thurr,Chingy
2003-09-27,4,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-09-27,5,Into You,Fabolous Featuring Tamia Or Ashanti
2003-10-04,1,Baby Boy,Beyonce Featuring Sean Paul
2003-10-04,2,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-10-04,3,Right Thurr,Chingy
2003-10-04,4,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-10-04,5,Frontin',Pharrell Featuring Jay-Z
2003-10-11,1,Baby Boy,Beyonce Featuring Sean Paul
2003-10-11,2,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-10-11,3,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-10-11,4,Right Thurr,Chingy
2003-10-11,5,Frontin',Pharrell Featuring Jay-Z
2003-10-18,1,Baby Boy,Beyonce Featuring Sean Paul
2003-10-18,2,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-10-18,3,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-10-18,4,Right Thurr,Chingy
2003-10-18,5,Damn!,YoungBloodZ Featuring Lil Jon
2003-10-25,1,Baby Boy,Beyonce Featuring Sean Paul
2003-10-25,2,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-10-25,3,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-10-25,4,Stand Up,Ludacris Featuring Shawnna
2003-10-25,5,Damn!,YoungBloodZ Featuring Lil Jon
2003-11-01,1,Baby Boy,Beyonce Featuring Sean Paul
2003-11-01,2,Stand Up,Ludacris Featuring Shawnna
2003-11-01,3,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-11-01,4,Damn!,YoungBloodZ Featuring Lil Jon
2003-11-01,5,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee"
2003-11-08,1,Baby Boy,Beyonce Featuring Sean Paul
2003-11-08,2,Stand Up,Ludacris Featuring Shawnna
2003-11-08,3,Holidae In,Chingy Featuring Ludacris & Snoop Dogg
2003-11-08,4,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins
2003-11-08,5,Here Without You,3 Doors Down
2003-11-15,1,Baby Boy,Beyonce Featuring Sean Paul
2003-11-15,2,Stand Up,Ludacris Featuring Shawnna
2003-11-15,3,Holidae In,Chingy Featuring Ludacris & Snoop Dogg
2003-11-15,4,Damn!,YoungBloodZ Featuring Lil Jon
2003-11-15,5,Here Without You,3 Doors Down
2003-11-22,1,Baby Boy,Beyonce Featuring Sean Paul
2003-11-22,2,Stand Up,Ludacris Featuring Shawnna
2003-11-22,3,Holidae In,Chingy Featuring Ludacris & Snoop Dogg
2003-11-22,4,Damn!,YoungBloodZ Featuring Lil Jon
2003-11-22,5,Hey Ya!,OutKast
2003-11-29,1,Baby Boy,Beyonce Featuring Sean Paul
2003-11-29,2,Stand Up,Ludacris Featuring Shawnna
2003-11-29,3,Hey Ya!,OutKast
2003-11-29,4,Holidae In,Chingy Featuring Ludacris & Snoop Dogg
2003-11-29,5,The Way You Move,OutKast Featuring Sleepy Brown
2003-12-06,1,Stand Up,Ludacris Featuring Shawnna
2003-12-06,2,Hey Ya!,OutKast
2003-12-06,3,Baby Boy,Beyonce Featuring Sean Paul
2003-12-06,4,The Way You Move,OutKast Featuring Sleepy Brown
2003-12-06,5,Holidae In,Chingy Featuring Ludacris & Snoop Dogg
2003-12-13,1,Hey Ya!,OutKast
2003-12-13,2,Stand Up,Ludacris Featuring Shawnna
2003-12-13,3,The Way You Move,OutKast Featuring Sleepy Brown
2003-12-13,4,Milkshake,Kelis
2003-12-13,5,Baby Boy,Beyonce Featuring Sean Paul
2003-12-20,1,Hey Ya!,OutKast
2003-12-20,2,The Way You Move,OutKast Featuring Sleepy Brown
2003-12-20,3,Stand Up,Ludacris Featuring Shawnna
2003-12-20,4,Milkshake,Kelis
2003-12-20,5,Here Without You,3 Doors Down
2003-12-27,1,Hey Ya!,OutKast
2003-12-27,2,The Way You Move,OutKast Featuring Sleepy Brown
2003-12-27,3,Milkshake,Kelis
2003-12-27,4,Stand Up,Ludacris Featuring Shawnna
2003-12-27,5,You Don't Know My Name,Alicia Keys
2004-01-03,1,Hey Ya!,OutKast
2004-01-03,2,The Way You Move,OutKast Featuring Sleepy Brown
2004-01-03,3,Milkshake,Kelis
2004-01-03,4,You Don't Know My Name,Alicia Keys
2004-01-03,5,Stand Up,Ludacris Featuring Shawnna
2004-01-10,1,Hey Ya!,OutKast
2004-01-10,2,The Way You Move,OutKast Featuring Sleepy Brown
2004-01-10,3,Milkshake,Kelis
2004-01-10,4,You Don't Know My Name,Alicia Keys
2004-01-10,5,Stand Up,Ludacris Featuring Shawnna
2004-01-17,1,Hey Ya!,OutKast
2004-01-17,2,The Way You Move,OutKast Featuring Sleepy Brown
2004-01-17,3,Milkshake,Kelis
2004-01-17,4,You Don't Know My Name,Alicia Keys
2004-01-17,5,Stand Up,Ludacris Featuring Shawnna
2004-01-24,1,Hey Ya!,OutKast
2004-01-24,2,The Way You Move,OutKast Featuring Sleepy Brown
2004-01-24,3,Milkshake,Kelis
2004-01-24,4,You Don't Know My Name,Alicia Keys
2004-01-24,5,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-01-31,1,Hey Ya!,OutKast
2004-01-31,2,The Way You Move,OutKast Featuring Sleepy Brown
2004-01-31,3,You Don't Know My Name,Alicia Keys
2004-01-31,4,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-01-31,5,Milkshake,Kelis
2004-02-07,1,Hey Ya!,OutKast
2004-02-07,2,The Way You Move,OutKast Featuring Sleepy Brown
2004-02-07,3,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-02-07,4,You Don't Know My Name,Alicia Keys
2004-02-07,5,"Me, Myself And I",Beyonce
2004-02-14,1,The Way You Move,OutKast Featuring Sleepy Brown
2004-02-14,2,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-02-14,3,Hey Ya!,OutKast
2004-02-14,4,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-02-14,5,You Don't Know My Name,Alicia Keys
2004-02-21,1,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-02-21,2,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-02-21,3,The Way You Move,OutKast Featuring Sleepy Brown
2004-02-21,4,"Me, Myself And I",Beyonce
2004-02-21,5,Hey Ya!,OutKast
2004-02-28,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-02-28,2,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-02-28,3,The Way You Move,OutKast Featuring Sleepy Brown
2004-02-28,4,"Me, Myself And I",Beyonce
2004-02-28,5,Hey Ya!,OutKast
2004-03-06,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-03-06,2,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-03-06,3,The Way You Move,OutKast Featuring Sleepy Brown
2004-03-06,4,One Call Away,Chingy Featuring J. Weav
2004-03-06,5,"Me, Myself And I",Beyonce
2004-03-13,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-03-13,2,One Call Away,Chingy Featuring J. Weav
2004-03-13,3,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-03-13,4,The Way You Move,OutKast Featuring Sleepy Brown
2004-03-13,5,Tipsy,J-Kwon
2004-03-20,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-03-20,2,One Call Away,Chingy Featuring J. Weav
2004-03-20,3,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-03-20,4,Tipsy,J-Kwon
2004-03-20,5,Hotel,Cassidy Featuring R. Kelly
2004-03-27,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-03-27,2,One Call Away,Chingy Featuring J. Weav
2004-03-27,3,Tipsy,J-Kwon
2004-03-27,4,Hotel,Cassidy Featuring R. Kelly
2004-03-27,5,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
2004-04-03,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-04-03,2,One Call Away,Chingy Featuring J. Weav
2004-04-03,3,Tipsy,J-Kwon
2004-04-03,4,Solitaire,Clay Aiken
2004-04-03,5,Hotel,Cassidy Featuring R. Kelly
2004-04-10,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-04-10,2,One Call Away,Chingy Featuring J. Weav
2004-04-10,3,Tipsy,J-Kwon
2004-04-10,4,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-04-10,5,Dirt Off Your Shoulder,JAY-Z
2004-04-17,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-04-17,2,Tipsy,J-Kwon
2004-04-17,3,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-04-17,4,One Call Away,Chingy Featuring J. Weav
2004-04-17,5,Burn,Usher
2004-04-24,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-04-24,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-04-24,3,Tipsy,J-Kwon
2004-04-24,4,Burn,Usher
2004-04-24,5,This Love,Maroon 5
2004-05-01,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-05-01,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-05-01,3,Burn,Usher
2004-05-01,4,Tipsy,J-Kwon
2004-05-01,5,Naughty Girl,Beyonce
2004-05-08,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-05-08,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-05-08,3,Burn,Usher
2004-05-08,4,Naughty Girl,Beyonce
2004-05-08,5,Tipsy,J-Kwon
2004-05-15,1,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-05-15,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-05-15,3,Burn,Usher
2004-05-15,4,Naughty Girl,Beyonce
2004-05-15,5,This Love,Maroon 5
2004-05-22,1,Burn,Usher
2004-05-22,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-05-22,3,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-05-22,4,Naughty Girl,Beyonce
2004-05-22,5,This Love,Maroon 5
2004-05-29,1,Burn,Usher
2004-05-29,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-05-29,3,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-05-29,4,Naughty Girl,Beyonce
2004-05-29,5,The Reason,Hoobastank
2004-06-05,1,Burn,Usher
2004-06-05,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-06-05,3,Naughty Girl,Beyonce
2004-06-05,4,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-06-05,5,The Reason,Hoobastank
2004-06-12,1,Burn,Usher
2004-06-12,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-06-12,3,Naughty Girl,Beyonce
2004-06-12,4,Yeah!,Usher Featuring Lil Jon & Ludacris
2004-06-12,5,The Reason,Hoobastank
2004-06-19,1,Burn,Usher
2004-06-19,2,The Reason,Hoobastank
2004-06-19,3,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-06-19,4,Naughty Girl,Beyonce
2004-06-19,5,Confessions Part II,Usher
2004-06-26,1,Burn,Usher
2004-06-26,2,Confessions Part II,Usher
2004-06-26,3,The Reason,Hoobastank
2004-06-26,4,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy
2004-06-26,5,If I Ain't Got You,Alicia Keys
2004-07-03,1,Burn,Usher
2004-07-03,2,Confessions Part II,Usher
2004-07-03,3,The Reason,Hoobastank
2004-07-03,4,If I Ain't Got You,Alicia Keys
2004-07-03,5,Slow Motion,Juvenile Featuring Soulja Slim
2004-07-10,1,I Believe,Fantasia
2004-07-10,2,Burn,Usher
2004-07-10,3,Confessions Part II,Usher
2004-07-10,4,The Reason,Hoobastank
2004-07-10,5,If I Ain't Got You,Alicia Keys
2004-07-17,1,Burn,Usher
2004-07-17,2,Confessions Part II,Usher
2004-07-17,3,Slow Motion,Juvenile Featuring Soulja Slim
2004-07-17,4,The Reason,Hoobastank
2004-07-17,5,If I Ain't Got You,Alicia Keys
2004-07-24,1,Confessions Part II,Usher
2004-07-24,2,Slow Motion,Juvenile Featuring Soulja Slim
2004-07-24,3,Burn,Usher
2004-07-24,4,The Reason,Hoobastank
2004-07-24,5,If I Ain't Got You,Alicia Keys
2004-07-31,1,Confessions Part II,Usher
2004-07-31,2,Slow Motion,Juvenile Featuring Soulja Slim
2004-07-31,3,Burn,Usher
2004-07-31,4,Lean Back,Terror Squad
2004-07-31,5,If I Ain't Got You,Alicia Keys
2004-08-07,1,Slow Motion,Juvenile Featuring Soulja Slim
2004-08-07,2,Confessions Part II,Usher
2004-08-07,3,Lean Back,Terror Squad
2004-08-07,4,Move Ya Body,Nina Sky Featuring Jabba
2004-08-07,5,If I Ain't Got You,Alicia Keys
2004-08-14,1,Slow Motion,Juvenile Featuring Soulja Slim
2004-08-14,2,Lean Back,Terror Squad
2004-08-14,3,Confessions Part II,Usher
2004-08-14,4,Turn Me On,Kevin Lyttle Featuring Spragga Benz
2004-08-14,5,Sunshine,Lil' Flip Featuring Lea
2004-08-21,1,Lean Back,Terror Squad
2004-08-21,2,Slow Motion,Juvenile Featuring Soulja Slim
2004-08-21,3,Sunshine,Lil' Flip Featuring Lea
2004-08-21,4,Turn Me On,Kevin Lyttle Featuring Spragga Benz
2004-08-21,5,Dip It Low,Christina Milian
2004-08-28,1,Lean Back,Terror Squad
2004-08-28,2,Sunshine,Lil' Flip Featuring Lea
2004-08-28,3,Goodies,Ciara Featuring Petey Pablo
2004-08-28,4,Slow Motion,Juvenile Featuring Soulja Slim
2004-08-28,5,Turn Me On,Kevin Lyttle Featuring Spragga Benz
2004-09-04,1,Lean Back,Terror Squad
2004-09-04,2,Sunshine,Lil' Flip Featuring Lea
2004-09-04,3,Goodies,Ciara Featuring Petey Pablo
2004-09-04,4,My Place,Nelly Featuring Jaheim
2004-09-04,5,Turn Me On,Kevin Lyttle Featuring Spragga Benz
2004-09-11,1,Goodies,Ciara Featuring Petey Pablo
2004-09-11,2,Lean Back,Terror Squad
2004-09-11,3,Sunshine,Lil' Flip Featuring Lea
2004-09-11,4,My Place,Nelly Featuring Jaheim
2004-09-11,5,Dip It Low,Christina Milian
2004-09-18,1,Goodies,Ciara Featuring Petey Pablo
2004-09-18,2,Lean Back,Terror Squad
2004-09-18,3,Sunshine,Lil' Flip Featuring Lea
2004-09-18,4,My Place,Nelly Featuring Jaheim
2004-09-18,5,Pieces Of Me,Ashlee Simpson
2004-09-25,1,Goodies,Ciara Featuring Petey Pablo
2004-09-25,2,Lean Back,Terror Squad
2004-09-25,3,Sunshine,Lil' Flip Featuring Lea
2004-09-25,4,My Place,Nelly Featuring Jaheim
2004-09-25,5,She Will Be Loved,Maroon 5
2004-10-02,1,Goodies,Ciara Featuring Petey Pablo
2004-10-02,2,Lean Back,Terror Squad
2004-10-02,3,Sunshine,Lil' Flip Featuring Lea
2004-10-02,4,My Place,Nelly Featuring Jaheim
2004-10-02,5,My Boo,Usher And Alicia Keys
2004-10-09,1,Goodies,Ciara Featuring Petey Pablo
2004-10-09,2,My Boo,Usher And Alicia Keys
2004-10-09,3,Lean Back,Terror Squad
2004-10-09,4,My Place,Nelly Featuring Jaheim
2004-10-09,5,Sunshine,Lil' Flip Featuring Lea
2004-10-16,1,Goodies,Ciara Featuring Petey Pablo
2004-10-16,2,My Boo,Usher And Alicia Keys
2004-10-16,3,Lean Back,Terror Squad
2004-10-16,4,My Place,Nelly Featuring Jaheim
2004-10-16,5,Lose My Breath,Destiny's Child
2004-10-23,1,Goodies,Ciara Featuring Petey Pablo
2004-10-23,2,My Boo,Usher And Alicia Keys
2004-10-23,3,Lean Back,Terror Squad
2004-10-23,4,Lose My Breath,Destiny's Child
2004-10-23,5,She Will Be Loved,Maroon 5
2004-10-30,1,My Boo,Usher And Alicia Keys
2004-10-30,2,Goodies,Ciara Featuring Petey Pablo
2004-10-30,3,Lose My Breath,Destiny's Child
2004-10-30,4,Lean Back,Terror Squad
2004-10-30,5,She Will Be Loved,Maroon 5
2004-11-06,1,My Boo,Usher And Alicia Keys
2004-11-06,2,Goodies,Ciara Featuring Petey Pablo
2004-11-06,3,Lose My Breath,Destiny's Child
2004-11-06,4,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-11-06,5,Over And Over,Nelly Featuring Tim McGraw
2004-11-13,1,My Boo,Usher And Alicia Keys
2004-11-13,2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-11-13,3,Goodies,Ciara Featuring Petey Pablo
2004-11-13,4,Lose My Breath,Destiny's Child
2004-11-13,5,Over And Over,Nelly Featuring Tim McGraw
2004-11-20,1,My Boo,Usher And Alicia Keys
2004-11-20,2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-11-20,3,Lose My Breath,Destiny's Child
2004-11-20,4,Over And Over,Nelly Featuring Tim McGraw
2004-11-20,5,Goodies,Ciara Featuring Petey Pablo
2004-11-27,1,My Boo,Usher And Alicia Keys
2004-11-27,2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-11-27,3,Lose My Breath,Destiny's Child
2004-11-27,4,Over And Over,Nelly Featuring Tim McGraw
2004-11-27,5,Wonderful,Ja Rule Featuring R. Kelly & Ashanti
2004-12-04,1,My Boo,Usher And Alicia Keys
2004-12-04,2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-12-04,3,Over And Over,Nelly Featuring Tim McGraw
2004-12-04,4,Lose My Breath,Destiny's Child
2004-12-04,5,Let Me Love You,Mario
2004-12-11,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-12-11,2,My Boo,Usher And Alicia Keys
2004-12-11,3,Let Me Love You,Mario
2004-12-11,4,Over And Over,Nelly Featuring Tim McGraw
2004-12-11,5,Lose My Breath,Destiny's Child
2004-12-18,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-12-18,2,My Boo,Usher And Alicia Keys
2004-12-18,3,Let Me Love You,Mario
2004-12-18,4,Over And Over,Nelly Featuring Tim McGraw
2004-12-18,5,"1, 2 Step",Ciara Featuring Missy Elliott
2004-12-25,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2004-12-25,2,Let Me Love You,Mario
2004-12-25,3,"1, 2 Step",Ciara Featuring Missy Elliott
2004-12-25,4,My Boo,Usher And Alicia Keys
2004-12-25,5,Over And Over,Nelly Featuring Tim McGraw
2005-01-01,1,Let Me Love You,Mario
2005-01-01,2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2005-01-01,3,"1, 2 Step",Ciara Featuring Missy Elliott
2005-01-01,4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
2005-01-01,5,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
2005-01-08,1,Let Me Love You,Mario
2005-01-08,2,"1, 2 Step",Ciara Featuring Missy Elliott
2005-01-08,3,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2005-01-08,4,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
2005-01-08,5,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
2005-01-15,1,Let Me Love You,Mario
2005-01-15,2,"1, 2 Step",Ciara Featuring Missy Elliott
2005-01-15,3,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2005-01-15,4,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
2005-01-15,5,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
2005-01-22,1,Let Me Love You,Mario
2005-01-22,2,"1, 2 Step",Ciara Featuring Missy Elliott
2005-01-22,3,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
2005-01-22,4,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2005-01-22,5,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
2005-01-29,1,Let Me Love You,Mario
2005-01-29,2,"1, 2 Step",Ciara Featuring Missy Elliott
2005-01-29,3,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
2005-01-29,4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
2005-01-29,5,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2005-02-05,1,Let Me Love You,Mario
2005-02-05,2,"1, 2 Step",Ciara Featuring Missy Elliott
2005-02-05,3,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
2005-02-05,4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
2005-02-05,5,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
2005-02-12,1,Let Me Love You,Mario
2005-02-12,2,"1, 2 Step",Ciara Featuring Missy Elliott
2005-02-12,3,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
2005-02-12,4,Boulevard Of Broken Dreams,Green Day
2005-02-12,5,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
2005-02-19,1,Let Me Love You,Mario
2005-02-19,2,"1, 2 Step",Ciara Featuring Missy Elliott
2005-02-19,3,Boulevard Of Broken Dreams,Green Day
2005-02-19,4,How We Do,The Game Featuring 50 Cent
2005-02-19,5,Disco Inferno,50 Cent
2005-02-26,1,Let Me Love You,Mario
2005-02-26,2,Candy Shop,50 Cent Featuring Olivia
2005-02-26,3,Boulevard Of Broken Dreams,Green Day
2005-02-26,4,"1, 2 Step",Ciara Featuring Missy Elliott
2005-02-26,5,How We Do,The Game Featuring 50 Cent
2005-03-05,1,Candy Shop,50 Cent Featuring Olivia
2005-03-05,2,Boulevard Of Broken Dreams,Green Day
2005-03-05,3,Let Me Love You,Mario
2005-03-05,4,How We Do,The Game Featuring 50 Cent
2005-03-05,5,"1, 2 Step",Ciara Featuring Missy Elliott
2005-03-12,1,Candy Shop,50 Cent Featuring Olivia
2005-03-12,2,Boulevard Of Broken Dreams,Green Day
2005-03-12,3,Let Me Love You,Mario
2005-03-12,4,How We Do,The Game Featuring 50 Cent
2005-03-12,5,Disco Inferno,50 Cent
2005-03-19,1,Candy Shop,50 Cent Featuring Olivia
